,week_start_date,L2,O_SALE,O_UNIT,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_SPEND,M_SEARCH_SPEND
3154,11/4/2024,STONE FRUIT,3894862.84,1358712.16,0.00,0.00,0.00
3155,11/4/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3156,11/4/2024,SANDWICHES AND SALADS,2708910.83,924489.00,0.00,0.00,0.00
3157,11/4/2024,DEPT LEVEL SALES,67920.40,15752.40,0.00,0.00,0.00
3158,11/4/2024,D94 MISC L2,779.53,569.00,0.00,0.00,0.00
3159,11/4/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3160,11/4/2024,PACKAGED VEGETABLES,28835736.96,9981360.57,4062.77,2528.17,24735.18
3161,11/4/2024,VAV MUSHROOMS DDV,16530386.29,5217059.52,8579.54,4771.46,59505.92
3162,11/4/2024,COOKING VEGTABLES,33898701.51,19124396.24,0.00,3120.85,315.32
3163,11/4/2024,TROPICALS,5834967.02,2980680.29,0.00,0.00,0.00
3164,11/4/2024,TOMATOES,20266856.48,11181558.71,0.00,0.00,45023.43
3165,11/4/2024,STRAWBERRIES,15705124.97,3899736.00,0.00,0.00,1305.31
3166,11/4/2024,CUT FRUIT,14647797.59,3392101.52,0.00,0.00,24456.82
3167,11/4/2024,MIXED BERRIES,15656065.44,3468889.00,0.00,0.00,0.00
3168,11/4/2024,BANANAS PINEAPPLES,19535353.31,33522475.90,0.00,0.00,0.00
3169,11/4/2024,,0.00,0.00,0.00,0.00,3654.12
3170,11/4/2024,GRAPES L2,16681569.95,8649986.17,5417.28,4458.45,0.00
3171,11/4/2024,CITRUS,23846250.12,20466425.39,0.00,0.00,2983.21
3172,11/4/2024,PRODUCE L2,315282.38,171097.00,0.00,0.00,34.05
3173,11/4/2024,AVOCADOS L2,11830986.22,9792668.65,0.00,0.00,0.00
3174,11/4/2024,TRUCK VEG CHILIS,33056991.71,24344072.94,0.00,0.00,219.40
3175,11/4/2024,FLORAL,6038535.11,783062.00,0.00,0.00,15.60
3176,11/4/2024,MELONS,4362100.88,1064162.95,0.00,0.00,0.00
3177,11/4/2024,POTATOES ONIONS GARLIC,37493163.48,18257784.25,0.00,0.00,7665.99
3178,11/4/2024,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
3179,11/11/2024,PACKAGED VEGETABLES,28358056.72,9894633.51,4219.24,2275.02,32309.99
3180,11/11/2024,AVOCADOS L2,11489296.79,9621582.89,0.00,0.00,0.00
3181,11/11/2024,BANANAS PINEAPPLES,19558178.91,33668483.70,0.00,0.00,0.00
3182,11/11/2024,,0.00,0.00,0.00,0.00,3648.30
3183,11/11/2024,CUT FRUIT,14120169.11,3302186.60,0.00,0.00,24016.06
3184,11/11/2024,FLORAL,6016719.37,782987.00,0.00,0.00,15.64
3185,11/11/2024,COOKING VEGTABLES,33499163.07,18992773.81,0.00,2941.39,1246.42
3186,11/11/2024,MIXED BERRIES,15056602.13,3608310.00,0.00,0.00,0.00
3187,11/11/2024,STONE FRUIT,2204759.25,680303.38,0.00,0.00,0.00
3188,11/11/2024,STRAWBERRIES,17953748.22,3608070.00,0.00,0.00,1770.20
3189,11/11/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3190,11/11/2024,SANDWICHES AND SALADS,2730658.75,936146.00,0.00,0.00,0.00
3191,11/11/2024,POTATOES ONIONS GARLIC,38252691.16,19354754.76,0.00,0.00,10172.31
3192,11/11/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3193,11/11/2024,MELONS,3579565.40,856892.31,0.00,0.00,0.00
3194,11/11/2024,TROPICALS,5819834.79,3099365.69,0.00,0.00,0.00
3195,11/11/2024,DEPT LEVEL SALES,65207.17,14577.53,0.00,0.00,0.00
3196,11/11/2024,TRUCK VEG CHILIS,32141283.11,23619507.66,0.00,0.00,508.70
3197,11/11/2024,CITRUS,23379011.43,20568073.22,0.00,0.00,1721.46
3198,11/11/2024,PRODUCE L2,339444.63,178524.00,0.00,0.00,88.59
3199,11/11/2024,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
3200,11/11/2024,TOMATOES,20173929.54,10928931.46,0.00,0.00,46870.45
3201,11/11/2024,APPLES PEARS CHERRIES,23848763.49,8444023.81,0.00,0.00,5563.47
3202,11/11/2024,GRAPES L2,16190744.19,8456487.90,5327.35,4239.73,0.00
3203,11/11/2024,VAV MUSHROOMS DDV,16241356.50,5127759.00,11196.73,4200.33,58917.66
3204,11/11/2024,D94 MISC L2,1135.63,828.93,0.00,0.00,0.00
3205,11/18/2024,APPLES PEARS CHERRIES,25868423.05,9477332.30,0.00,0.00,7151.93
3206,11/18/2024,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
3207,11/18/2024,VAV MUSHROOMS DDV,16476347.85,5155177.61,10184.47,5671.04,59373.53
3208,11/18/2024,POTATOES ONIONS GARLIC,49512346.43,26145828.97,0.00,0.00,10338.77
3209,11/18/2024,GRAPES L2,15148085.76,7924063.99,5306.30,3954.63,0.00
3210,11/18/2024,DEPT LEVEL SALES,64952.44,12757.99,0.00,0.00,0.00
3211,11/18/2024,,0.00,0.00,0.00,0.00,3634.81
3212,11/18/2024,MELONS,2583707.52,635292.29,0.00,0.00,0.00
3213,11/18/2024,TROPICALS,5558419.98,2987884.43,0.00,0.00,0.00
3214,11/18/2024,TRUCK VEG CHILIS,34602199.82,25011162.34,0.00,0.00,806.32
3215,11/18/2024,PACKAGED VEGETABLES,27378801.57,9640940.33,4009.35,2721.03,35934.05
3216,11/18/2024,AVOCADOS L2,10374787.55,8993073.38,3798.49,0.00,2370.00
3217,11/18/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3218,11/18/2024,COOKING VEGTABLES,36421999.63,21034463.20,0.00,2276.78,1826.88
3219,11/18/2024,PRODUCE L2,563388.90,282806.00,0.00,0.00,68.05
3220,11/18/2024,MIXED BERRIES,13996019.64,3425837.00,0.00,0.00,0.00
3221,11/18/2024,CUT FRUIT,13231396.45,2961038.24,0.00,0.00,24084.38
3222,11/18/2024,D94 MISC L2,1409.73,1029.00,0.00,0.00,0.00
3223,11/18/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3224,11/18/2024,TOMATOES,19630155.50,10467473.83,0.00,0.00,40006.04
3225,11/18/2024,CITRUS,23929710.15,21530145.18,0.00,0.00,2518.69
3226,11/18/2024,STONE FRUIT,1220653.70,327329.92,0.00,0.00,0.00
3227,11/18/2024,BANANAS PINEAPPLES,18919658.84,32638165.24,0.00,0.00,0.00
3228,11/18/2024,FLORAL,6256540.61,792622.00,0.00,0.00,25.99
3229,11/18/2024,STRAWBERRIES,17745236.60,3281602.00,0.00,0.00,2100.00
3230,11/18/2024,SANDWICHES AND SALADS,2429878.06,844473.00,0.00,0.00,0.00
3231,11/25/2024,APPLES PEARS CHERRIES,24311722.47,8994780.27,0.00,0.00,8623.56
3232,11/25/2024,POTATOES ONIONS GARLIC,44396499.56,23055907.77,0.00,0.00,9875.85
3233,11/25/2024,GRAPES L2,14145178.19,7356475.71,5449.69,3609.31,0.00
3234,11/25/2024,,0.00,0.00,0.00,0.00,3413.72
3235,11/25/2024,DEPT LEVEL SALES,60934.00,12132.86,0.00,0.00,0.00
3236,11/25/2024,PACKAGED VEGETABLES,24638338.73,8651655.62,3558.60,2906.57,46659.21
3237,11/25/2024,TRUCK VEG CHILIS,33971885.89,24047703.99,0.00,0.00,942.55
3238,11/25/2024,TROPICALS,5372428.94,2979016.23,0.00,0.00,0.00
3239,11/25/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3240,11/25/2024,TOMATOES,18282268.93,9769708.52,0.00,0.00,35630.02
3241,11/25/2024,COOKING VEGTABLES,35476750.76,20333830.53,0.00,498.47,855.74
3242,11/25/2024,CITRUS,24400085.89,21917865.93,30.60,0.00,2110.25
3243,11/25/2024,CUT FRUIT,12383861.45,2649465.22,0.00,0.00,23496.30
3244,11/25/2024,SANDWICHES AND SALADS,1773292.73,620260.00,0.00,0.00,0.00
3245,11/25/2024,AVOCADOS L2,9155190.74,8031644.73,8867.45,11397.89,5530.00
3246,11/25/2024,MIXED BERRIES,13103882.48,3227872.00,0.00,0.00,0.00
3247,11/25/2024,MELONS,2021084.83,480840.18,0.00,0.00,0.00
3248,11/25/2024,STRAWBERRIES,17926776.29,3360334.00,0.00,0.00,1772.50
3249,11/25/2024,PRODUCE L2,672991.77,323121.00,0.00,0.00,93.20
3250,11/25/2024,VAV MUSHROOMS DDV,15659257.65,4921331.26,8325.45,6309.70,52241.03
3251,11/25/2024,FLORAL,6854714.98,850950.00,0.00,0.00,29.28
3252,11/25/2024,BANANAS PINEAPPLES,17324920.56,29698153.05,0.00,0.00,0.00
3253,11/25/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3254,11/25/2024,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
3255,11/25/2024,STONE FRUIT,629426.01,158606.77,0.00,0.00,0.00
3256,11/25/2024,D94 MISC L2,1080.93,789.00,0.00,0.00,0.00
3257,12/2/2024,PACKAGED VEGETABLES,28752736.93,9803050.07,3055.08,1730.42,44936.06
3258,12/2/2024,PRODUCE L2,409994.62,256917.00,0.00,0.00,107.42
3259,12/2/2024,STONE FRUIT,344146.17,87251.35,0.00,0.00,0.00
3260,12/2/2024,AVOCADOS L2,10903317.36,9705531.86,8734.17,10423.70,5530.00
3261,12/2/2024,SANDWICHES AND SALADS,2528617.94,865787.00,0.00,0.00,0.00
3262,12/2/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3263,12/2/2024,VAV MUSHROOMS DDV,16323325.54,5160720.47,4868.20,3111.62,61231.48
3264,12/2/2024,MELONS,2480054.26,596351.55,0.00,0.00,0.00
3265,12/2/2024,TROPICALS,6265940.37,3513004.27,0.00,0.00,0.00
3266,12/2/2024,DEPT LEVEL SALES,59327.68,16937.07,0.00,0.00,0.00
3267,12/2/2024,CUT FRUIT,13635273.11,3132779.29,0.00,0.00,25127.26
3268,12/2/2024,APPLES PEARS CHERRIES,24143567.19,8561456.78,0.00,0.00,7624.95
3269,12/2/2024,MIXED BERRIES,15139250.55,3805529.00,10518.87,8693.08,0.00
3270,12/2/2024,CITRUS,27016596.47,21171675.42,21.41,0.00,3237.02
3271,12/2/2024,TRUCK VEG CHILIS,31206970.87,22705951.66,0.00,0.00,698.55
3272,12/2/2024,GRAPES L2,16779497.55,8054831.26,5397.58,2610.67,0.00
3273,12/2/2024,BANANAS PINEAPPLES,19536497.10,33716925.37,0.00,0.00,0.00
3274,12/2/2024,,0.00,0.00,0.00,0.00,3847.70
3275,12/2/2024,POTATOES ONIONS GARLIC,33144765.83,15706317.20,0.00,0.00,7591.47
3276,12/2/2024,STRAWBERRIES,17116134.89,3175897.00,0.00,0.00,2058.02
3277,12/2/2024,D94 MISC L2,1063.12,776.00,0.00,0.00,0.00
3278,12/2/2024,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
3279,12/2/2024,TOMATOES,20910569.43,11331019.73,0.00,0.00,37560.99
3280,12/2/2024,FLORAL,5329502.20,680531.00,0.00,0.00,33.56
3281,12/2/2024,COOKING VEGTABLES,33589957.63,18447866.31,0.00,291.71,1150.41
3282,12/2/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3283,12/9/2024,APPLES PEARS CHERRIES,22881092.44,7959708.63,0.00,0.00,7254.48
3284,12/9/2024,TRUCK VEG CHILIS,29580120.83,21334314.75,0.00,0.00,723.68
3285,12/9/2024,GRAPES L2,15909031.45,7460071.81,0.00,0.00,0.00
3286,12/9/2024,STONE FRUIT,105029.06,28345.99,0.00,0.00,0.00
3287,12/9/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3288,12/9/2024,D94 MISC L2,1142.58,834.00,0.00,0.00,0.00
3289,12/9/2024,VAV MUSHROOMS DDV,15854921.67,5005310.97,1474.98,0.00,69115.79
3290,12/9/2024,CITRUS,26179913.35,20512371.27,21.39,0.00,3152.66
3291,12/9/2024,FLORAL,6584692.05,844840.00,0.00,0.00,22.36
3292,12/9/2024,BANANAS PINEAPPLES,18786939.68,32395878.22,0.00,0.00,0.00
3293,12/9/2024,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
3294,12/9/2024,PRODUCE L2,557003.74,378493.00,0.00,0.00,84.98
3295,12/9/2024,STRAWBERRIES,17699407.09,3161724.00,0.00,0.00,1826.74
3296,12/9/2024,,0.00,0.00,0.00,0.00,3836.78
3297,12/9/2024,MELONS,2400894.18,581467.88,0.00,0.00,0.00
3298,12/9/2024,TOMATOES,20103538.17,10834225.87,0.00,0.00,31073.04
3299,12/9/2024,PACKAGED VEGETABLES,27261447.67,9312669.93,2007.11,515.94,34487.30
3300,12/9/2024,DEPT LEVEL SALES,55994.32,7902.42,0.00,0.00,0.00
3301,12/9/2024,POTATOES ONIONS GARLIC,33353139.21,15859135.99,0.00,0.00,7634.22
3302,12/9/2024,CUT FRUIT,14245426.92,3170173.79,0.00,0.00,24542.01
3303,12/9/2024,SANDWICHES AND SALADS,2326886.14,796406.00,0.00,0.00,0.00
3304,12/9/2024,AVOCADOS L2,10371904.20,9230426.26,8677.24,8895.99,5530.00
3305,12/9/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3306,12/9/2024,COOKING VEGTABLES,32215103.34,17591361.31,0.00,293.44,1248.05
3307,12/9/2024,TROPICALS,6146471.26,3490653.12,0.00,0.00,0.00
3308,12/9/2024,MIXED BERRIES,14551111.37,3663237.00,10334.00,7898.32,0.00
3309,12/16/2024,,0.00,0.00,0.00,0.00,3978.26
3310,12/16/2024,COOKING VEGTABLES,36286952.33,20321230.42,0.00,287.27,1117.57
3311,12/16/2024,VAV MUSHROOMS DDV,17519675.30,5438275.65,1489.78,0.00,68334.92
3312,12/16/2024,MIXED BERRIES,14655676.95,3651485.00,10269.92,7661.69,0.00
3313,12/16/2024,FLORAL,6642401.82,902271.00,0.00,0.00,18.66
3314,12/16/2024,POTATOES ONIONS GARLIC,41946717.39,20232714.36,0.00,0.00,7639.52
3315,12/16/2024,GRAPES L2,16224078.23,7460922.72,0.00,0.00,0.00
3316,12/16/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3317,12/16/2024,DEPT LEVEL SALES,75850.93,11752.72,0.00,0.00,0.00
3318,12/16/2024,MELONS,2135602.43,504177.86,0.00,0.00,0.00
3319,12/16/2024,SANDWICHES AND SALADS,1972541.31,677506.00,0.00,0.00,0.00
3320,12/16/2024,PRODUCE L2,772313.54,502609.00,0.00,0.00,80.85
3321,12/16/2024,CITRUS,27441191.54,22091158.72,21.37,0.00,8609.52
3322,12/16/2024,STRAWBERRIES,20540471.51,3546678.00,0.00,0.00,2339.39
3323,12/16/2024,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
3324,12/16/2024,TRUCK VEG CHILIS,32322295.39,23857659.83,0.00,0.00,762.87
3325,12/16/2024,PACKAGED VEGETABLES,27653549.57,9512479.69,184.20,0.00,32540.82
3326,12/16/2024,TROPICALS,6078934.39,3495352.72,0.00,0.00,0.00
3327,12/16/2024,TOMATOES,21401465.42,11296908.62,0.00,0.00,33503.43
3328,12/16/2024,D94 MISC L2,1286.43,939.00,0.00,0.00,0.00
3329,12/16/2024,AVOCADOS L2,10297151.44,9085993.14,8696.91,8657.20,5530.00
3330,12/16/2024,APPLES PEARS CHERRIES,23779551.90,8132647.10,0.00,0.00,8326.16
3331,12/16/2024,STONE FRUIT,48262.74,14394.01,0.00,0.00,0.00
3332,12/16/2024,BANANAS PINEAPPLES,18612697.85,31842779.51,0.00,0.00,0.00
3333,12/16/2024,CUT FRUIT,15282013.76,3038565.22,0.00,0.00,24212.35
3334,12/23/2024,MIXED BERRIES,13366859.27,3323009.00,10275.04,7346.36,0.00
3335,12/23/2024,APPLES PEARS CHERRIES,19423039.81,6660230.09,0.00,0.00,7787.71
3336,12/23/2024,TOMATOES,19265624.16,10183781.15,0.00,0.00,34238.19
3337,12/23/2024,CITRUS,23802747.18,20830020.72,21.47,0.00,10539.06
3338,12/23/2024,POTATOES ONIONS GARLIC,35745659.16,17063579.16,0.00,0.00,7641.47
3339,12/23/2024,SANDWICHES AND SALADS,1474530.99,507665.00,0.00,0.00,0.00
3340,12/23/2024,TROPICALS,5405198.53,3258604.72,0.00,0.00,0.00
3341,12/23/2024,FLORAL,5361864.01,722035.00,0.00,0.00,157.06
3342,12/23/2024,TRUCK VEG CHILIS,30388042.88,22703044.55,0.00,0.00,803.43
3343,12/23/2024,STONE FRUIT,33309.57,10586.76,0.00,0.00,0.00
3344,12/23/2024,DEPT LEVEL SALES,55670.07,9232.79,0.00,0.00,0.00
3345,12/23/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3346,12/23/2024,GRAPES L2,14604319.74,6664524.23,0.00,0.00,0.00
3347,12/23/2024,AVOCADOS L2,9232919.01,8343831.51,8746.25,8618.27,5530.00
3348,12/23/2024,COOKING VEGTABLES,32047502.40,17786950.59,0.00,292.34,1121.41
3349,12/23/2024,CUT FRUIT,13179299.09,2591347.80,0.00,0.00,22439.44
3350,12/23/2024,,0.00,0.00,0.00,0.00,2944.89
3351,12/23/2024,VAV MUSHROOMS DDV,15929263.93,4976346.96,1507.66,0.00,62430.56
3352,12/23/2024,BANANAS PINEAPPLES,15987034.67,27083625.95,0.00,0.00,0.00
3353,12/23/2024,D94 MISC L2,645.17,470.93,0.00,0.00,0.00
3354,12/23/2024,MELONS,2036847.46,464164.28,0.00,0.00,0.00
3355,12/23/2024,PACKAGED VEGETABLES,25373929.95,8687665.46,205.97,0.00,27458.81
3356,12/23/2024,STRAWBERRIES,19055240.66,3311024.00,0.00,0.00,2140.90
3357,12/23/2024,PRODUCE L2,632413.22,417523.00,0.00,0.00,81.27
3358,12/30/2024,COOKING VEGTABLES,39181266.89,21482298.03,0.00,93.49,1474.08
3359,12/30/2024,PRODUCE L2,534065.01,348725.00,0.00,0.00,109.39
3360,12/30/2024,TRUCK VEG CHILIS,38290730.69,28999172.42,0.00,0.00,725.57
3361,12/30/2024,TOMATOES,23287689.76,12481468.49,0.00,0.00,41585.13
3362,12/30/2024,,0.00,0.00,0.00,0.00,4845.53
3363,12/30/2024,CITRUS,30530854.29,24956571.52,21.42,0.00,15689.84
3364,12/30/2024,APPLES PEARS CHERRIES,24535508.52,8201547.31,0.00,0.00,6088.86
3365,12/30/2024,SANDWICHES AND SALADS,2283993.13,778209.00,0.00,0.00,0.00
3366,12/30/2024,D94 MISC L2,340.78,249.00,0.00,0.00,0.00
3367,12/30/2024,BANANAS PINEAPPLES,20387410.49,34846093.51,0.00,0.00,0.00
3368,12/30/2024,MIXED BERRIES,17324572.51,4326478.00,12620.02,7116.46,0.00
3369,12/30/2024,CUT FRUIT,15763533.82,3412920.68,1259.41,0.00,23557.36
3370,12/30/2024,POTATOES ONIONS GARLIC,40779261.49,19133389.23,0.00,0.00,8412.09
3371,12/30/2024,GRAPES L2,20317006.80,9298910.52,0.00,0.00,0.00
3372,12/30/2024,AVOCADOS L2,12315932.68,10905988.84,10754.42,8627.05,5530.00
3373,12/30/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3374,12/30/2024,FLORAL,5726792.77,733699.00,0.00,0.00,45.43
3375,12/30/2024,TROPICALS,6411169.87,3945029.37,0.00,0.00,0.00
3376,12/30/2024,VAV MUSHROOMS DDV,19712361.02,6179212.03,11098.81,2739.28,70052.63
3377,12/30/2024,MELONS,2713864.02,604639.23,0.00,0.00,0.00
3378,12/30/2024,STRAWBERRIES,24165652.59,4118494.00,0.00,0.00,437.20
3379,12/30/2024,PACKAGED VEGETABLES,32784910.07,11201395.60,45.19,3431.74,35035.35
3380,12/30/2024,DEPT LEVEL SALES,44976.16,8133.92,0.00,0.00,0.00
3381,12/30/2024,STONE FRUIT,29287.64,9781.57,0.00,0.00,0.00
3382,1/6/2025,CUT FRUIT,14240696.72,3268918.37,6155.11,3197.04,23547.55
3383,1/6/2025,BANANAS PINEAPPLES,19913668.73,34160176.63,0.00,0.00,0.00
3384,1/6/2025,FLORAL,4984593.79,647884.00,0.00,0.00,2.10
3385,1/6/2025,,0.00,0.00,0.00,0.00,3590.32
3386,1/6/2025,APPLES PEARS CHERRIES,23684030.55,7829745.53,0.00,0.00,5436.41
3387,1/6/2025,MELONS,2844515.09,619673.18,0.00,0.00,0.00
3388,1/6/2025,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3389,1/6/2025,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3390,1/6/2025,PACKAGED VEGETABLES,30252262.40,10460630.31,9100.54,10623.33,40703.18
3391,1/6/2025,SANDWICHES AND SALADS,2461782.24,835373.00,1460.71,1065.68,180.00
3392,1/6/2025,VAV MUSHROOMS DDV,18300596.01,5742390.84,24535.61,26394.99,65688.83
3393,1/6/2025,TOMATOES,21449766.25,11879571.55,0.00,0.00,44292.56
3394,1/6/2025,AVOCADOS L2,11336635.94,9724109.71,8178.84,8648.24,5530.00
3395,1/6/2025,STONE FRUIT,26738.54,9135.56,0.00,0.00,0.00
3396,1/6/2025,POTATOES ONIONS GARLIC,40547217.54,17596727.70,0.00,0.00,8756.28
3397,1/6/2025,MIXED BERRIES,16983750.64,4061974.00,9857.94,6695.49,0.00
3398,1/6/2025,TRUCK VEG CHILIS,34635171.50,25874362.79,365.18,266.42,607.64
3399,1/6/2025,STRAWBERRIES,23000180.53,3947580.82,0.00,0.00,0.00
3400,1/6/2025,COOKING VEGTABLES,36892502.83,20124610.38,0.00,91.93,1262.31
3401,1/6/2025,TROPICALS,6216416.28,3771547.19,0.00,0.00,0.00
3402,1/6/2025,GRAPES L2,16542210.86,7196665.25,0.00,0.00,0.00
3403,1/6/2025,DEPT LEVEL SALES,50123.75,9164.25,0.00,0.00,0.00
3404,1/6/2025,D94 MISC L2,157.55,115.00,0.00,0.00,0.00
3405,1/6/2025,CITRUS,30061973.01,22535624.52,3755.82,0.00,16326.95
3406,1/6/2025,PRODUCE L2,384384.32,221145.00,142.22,0.00,92.17
3407,1/13/2025,BANANAS PINEAPPLES,20852771.22,35630879.30,0.00,0.00,0.00
3408,1/13/2025,MIXED BERRIES,17719888.26,4171611.00,10773.87,6259.52,0.00
3409,1/13/2025,COOKING VEGTABLES,37816822.71,20333765.92,0.00,94.10,252.98
3410,1/13/2025,AVOCADOS L2,11959489.61,10475016.81,7565.77,9080.48,5530.00
3411,1/13/2025,MELONS,3290050.74,692970.49,0.00,0.00,0.00
3412,1/13/2025,PRODUCE L2,265709.22,107329.00,133.72,0.00,96.16
3413,1/13/2025,PACKAGED VEGETABLES,30471296.36,10624222.07,14015.95,9756.07,41512.59
3414,1/13/2025,TROPICALS,6643351.83,3960803.31,0.00,0.00,0.00
3415,1/13/2025,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3416,1/13/2025,DEPT LEVEL SALES,55680.49,13181.22,0.00,0.00,0.00
3417,1/13/2025,CITRUS,31866607.41,22701510.16,5843.56,0.00,14642.96
3418,1/13/2025,CUT FRUIT,14302133.23,3278739.99,8502.35,3489.22,23840.28
3419,1/13/2025,GRAPES L2,18166338.79,7504864.61,0.00,0.00,0.00
3420,1/13/2025,STRAWBERRIES,20246951.04,4573456.00,0.00,0.00,0.00
3421,1/13/2025,POTATOES ONIONS GARLIC,40771852.50,17280865.61,0.00,0.00,20231.71
3422,1/13/2025,D94 MISC L2,154.81,113.00,0.00,0.00,0.00
3423,1/13/2025,,0.00,0.00,0.00,0.00,0.00
3424,1/13/2025,VAV MUSHROOMS DDV,18472032.40,5801102.57,20532.31,32259.19,70332.81
3425,1/13/2025,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
3426,1/13/2025,TOMATOES,22020542.63,12022596.03,965.22,0.00,43775.94
3427,1/13/2025,TRUCK VEG CHILIS,34708199.54,26057057.37,570.76,290.77,525.46
3428,1/13/2025,STONE FRUIT,213032.39,231354.22,0.00,0.00,0.00
3429,1/13/2025,SANDWICHES AND SALADS,2579179.64,875156.00,2283.02,1163.07,630.00
3430,1/13/2025,FLORAL,5575897.62,726893.00,0.00,0.00,0.66
3431,1/13/2025,APPLES PEARS CHERRIES,23772069.96,7907732.41,0.00,0.00,7152.75
3432,1/20/2025,CITRUS,30664975.61,21671516.73,5182.58,0.00,12491.07
3433,1/20/2025,TOMATOES,20376394.57,11172369.72,1353.87,0.00,44451.84
3434,1/20/2025,STRAWBERRIES,18293529.23,4532619.54,0.00,0.00,0.00
3435,1/20/2025,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
3436,1/20/2025,MELONS,3077024.79,654178.24,0.00,0.00,0.00
3437,1/20/2025,DEPT LEVEL SALES,70762.08,17345.17,0.00,0.00,0.00
3438,1/20/2025,MIXED BERRIES,17071376.82,3991719.00,9086.49,5483.91,0.00
3439,1/20/2025,FLORAL,5515536.82,706955.00,0.00,0.00,0.00
3440,1/20/2025,PACKAGED VEGETABLES,28192723.99,9848851.31,10368.92,36690.04,40196.33
3441,1/20/2025,PR PRODUCE,0.00,0.00,0.00,0.00,0.00
3442,1/20/2025,,729.38,41.00,0.00,0.23,0.00
3443,1/20/2025,TRUCK VEG CHILIS,31572300.30,23749763.57,418.95,288.48,379.82
3444,1/20/2025,CUT FRUIT,13156156.43,3041102.31,6657.80,3461.73,23991.96
3445,1/20/2025,AVOCADOS L2,11813334.96,9824290.58,1040.52,706.67,5530.00
3446,1/20/2025,D94 MISC L2,168.51,123.00,0.00,0.00,0.00
3447,1/20/2025,POTATOES ONIONS GARLIC,36594351.63,15652612.49,0.00,0.00,23437.78
3448,1/20/2025,GRAPES L2,17409379.60,7086632.79,0.00,0.00,0.00
3449,1/20/2025,STONE FRUIT,673040.97,816305.61,0.00,0.00,0.00
3450,1/20/2025,PRODUCE L2,246168.62,97735.00,132.13,0.00,98.55
3451,1/20/2025,SANDWICHES AND SALADS,2370906.56,764847.00,1675.79,1153.91,630.00
3452,1/20/2025,COOKING VEGTABLES,34382886.52,18484728.98,0.00,121.56,206.95
3453,1/20/2025,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
3454,1/20/2025,APPLES PEARS CHERRIES,22089105.04,7368100.35,0.00,0.00,10306.05
3455,1/20/2025,VAV MUSHROOMS DDV,17034980.36,5369836.92,20720.08,33384.13,64112.41
3456,1/20/2025,BANANAS PINEAPPLES,19572676.97,33384590.49,0.00,0.00,0.00
3457,1/20/2025,TROPICALS,6533674.97,3956707.09,0.00,0.00,0.00
3458,1/20/2025,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
3459,1/27/2025,VAV MUSHROOMS DDV,17072752.84,5366062.40,27080.52,42732.33,59172.55
3460,1/27/2025,FLORAL,6500132.87,809991.00,0.00,0.00,0.00
3461,1/27/2025,GRAPES L2,17170412.21,7238855.02,0.00,0.00,0.00
3462,1/27/2025,CITRUS,31219824.22,21310942.26,3591.15,0.00,11055.85
3463,1/27/2025,MIXED BERRIES,17731549.74,4137832.00,6323.81,2854.57,0.00
3464,1/27/2025,PR PRODUCE,0.00,0.00,0.00,0.00,0.00
3465,1/27/2025,COOKING VEGTABLES,34118391.47,18235424.89,0.00,69.75,209.55
3466,1/27/2025,PRODUCE L2,239766.30,94213.00,93.27,0.00,106.50
3467,1/27/2025,PACKAGED VEGETABLES,29116311.60,10186276.54,9835.89,39688.19,40589.94
3468,1/27/2025,TRUCK VEG CHILIS,31149253.87,23575146.44,399.95,278.23,376.26
