,week_start_date,L2,L3,O_SALE,O_UNIT,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_SPEND,M_SEARCH_SPEND,Total
281,7/11/2022,TOMATOES,ETHNIC COOKING,400864.08,174764.09,0,0,797.3999989,797.3999989
282,7/11/2022,BANANAS PINEAPPLES,PINEAPPLES,2296128.23,1133748.39,0,0,0,0
283,7/11/2022,POTATOES ONIONS GARLIC,SWEET POTATOES,1724979.49,1156588.31,0,0,0,0
284,7/11/2022,VAV MUSHROOMS DDV,MUSHROOM,4148697.43,1603801.68,0,0,0,0
285,7/11/2022,TOMATOES,TOMATO ORGANICS,568374.77,213202.45,0,0,0,0
286,7/11/2022,ACTIVEWEAR ECOMM WOMENS,TOPS ACTIVEWEAR ECOMM WOMENS,0.00E+00,0.00E+00,0,0,0,0
287,7/11/2022,MIXED BERRIES,SPECIALTY MIXED BERRIES,0.00E+00,0.00E+00,0,0,0,0
288,7/18/2022,APPLES PEARS CHERRIES,CRANBERRIES,391.76,101,0,0,0,0
289,7/18/2022,TRUCK VEG CHILIS,SOFT VEGETABLES,1000012.52,564852.38,0,0,0,0
290,7/18/2022,CUT FRUIT,CUT FRUIT PACKAGED,4595565.78,1547600,0,0,159.7899994,159.7899994
291,7/18/2022,VAV MUSHROOMS DDV,MUSHROOM,4109976.12,1588704.59,0,0,0,0
292,7/18/2022,COOKING VEGTABLES,ASPARAGUS L3,2187792.53,738020.87,0,0,0,0
293,7/18/2022,TOMATOES,TOMATO ORGANICS,560038.99,210193.06,0,0,0,0
294,7/18/2022,STONE FRUIT,SPECIALTY STONE FRUIT,1135313.43,260493.52,0,0,0,0
295,7/18/2022,DEPT LEVEL SALES,Local Items,18419.63,6927.31,0,0,0,0
296,7/18/2022,DRIED FRUIT NUTS SNACKS,NUTS SEASONAL,0.00E+00,0.00E+00,0,0,0,0
297,7/18/2022,APPLES PEARS CHERRIES,APPLE SEASONAL,1512,734,0,0,0,0
298,7/18/2022,BANANAS PINEAPPLES,BANANAS,15930632.33,30116046.03,29.25342549,0,0,29.25342549
299,7/18/2022,RICE AND BEANS,RICE,0.00E+00,0.00E+00,0,0,0,0
300,7/18/2022,COOKING VEGTABLES,LETTUCE,7706237.64,4020203.42,0,0,0,0
301,7/18/2022,TROPICALS,MANGOES,2872815.12,2942710.01,0,0,0,0
302,7/18/2022,MIXED BERRIES,RASPBERRIES,2505450.96,563015,0,0,0,0
303,7/18/2022,STONE FRUIT,NECTARINES,3415679.68,1467806.46,0,0,0,0
304,7/18/2022,TOMATOES,TOMATO SLICERS,4403959.98,2185823.56,0,0,0,0
305,7/18/2022,VAV MUSHROOMS DDV,DIPS PV,3709372.13,932681,3633.031333,0,10104.37004,13737.40137
306,7/18/2022,TRUCK VEG CHILIS,BELL PEPPER,8132979.46,5877189.74,0,0,0,0
307,7/18/2022,COOKING VEGTABLES,CELERY,2477484.74,1264244.04,0,0,0,0
308,7/18/2022,STRAWBERRIES,LONG STEM STRAWBERRIES,745.62,169,0,0,0,0
309,7/18/2022,TROPICALS,KIWI,1529281.24,600144,0,0,1809.180039,1809.180039
310,7/18/2022,PR PRODUCE,PR PRODUCE,0.00E+00,0.00E+00,0,0,0,0
311,7/18/2022,APPLES PEARS CHERRIES,APPLES,15614152.6,5047381.63,0,0,8213.189929,8213.189929
312,7/18/2022,FLORAL,MISC FLORAL,36954.21,6045,0,0,0,0
313,7/18/2022,FLORAL,BULBS,93663.34,18925,0,0,0,0
314,7/18/2022,POTATOES ONIONS GARLIC,ONIONS,12375910.34,6091901.81,0,0,0,0
315,7/18/2022,CITRUS,MANDARINS,5866290.05,1398528.88,0,0,0,0
316,7/18/2022,POTATOES ONIONS GARLIC,GARLIC,2203370.08,655281.36,0,0,1008.010009,1008.010009
317,7/18/2022,COOKING VEGTABLES,BROCCOLI L3,2388192.71,1232602.96,0,0,0,0
318,7/18/2022,STONE FRUIT,PLUMS,2134065.91,789752.23,0,0,0,0
319,7/18/2022,COOKING VEGTABLES,CARROTS,3440695.95,2425962.17,0,0,0,0
320,7/18/2022,DEPT LEVEL SALES,GEC Returns & POS Errors,137078.94,29945.35,0,0,0,0
321,7/18/2022,CITRUS,LIMES,4252713.92,6835970.62,0,0,0,0
322,7/18/2022,APPLES PEARS CHERRIES,PEARS,1364805.2,522634.4,0,0,4474.220049,4474.220049
323,7/18/2022,PACKAGED VEGETABLES,PKG SALADS,19395296.76,6767647.26,8.937035815,0,3366.789998,3375.727034
324,7/18/2022,PACKAGED VEGETABLES,HERBS,1806859.94,699979,0,0,6474.140053,6474.140053
325,7/18/2022,MIXED BERRIES,BLUEBERRIES,6894197.04,1603565,0,0,0,0
326,7/18/2022,TOMATOES,DIPS GLAZES MIXES,444242.68,135543,0,0,2787.059979,2787.059979
327,7/18/2022,FLORAL,ROSES,1802895.8,201480,0,0,0,0
328,7/18/2022,CUT FRUIT,CUT FRUIT PROCESSED,11281173.91,2078705.63,0,0,0,0
329,7/18/2022,TRUCK VEG CHILIS,SQUASH L3,2765137.65,2070176.22,0,0,0,0
330,7/18/2022,FLORAL,CONSUMER BUNCHES,1707187.67,274667,0,0,0,0
331,7/18/2022,AVOCADOS L2,ETHNIC ROOTS,252417.18,154606.32,0,0,0,0
332,7/18/2022,TRUCK VEG CHILIS,CUCUMBERS,5634839.92,6475700.69,0,0,0,0
333,7/18/2022,TROPICALS,VARIETY TROPICALS,969849.4,338211.85,0,0,0,0
334,7/18/2022,VAV MUSHROOMS DDV,VEGETARIAN,1757234.15,558840,0,0,4123.130014,4123.130014
335,7/18/2022,CITRUS,ORANGES,4392774.78,2252969.57,73.39737449,24.2269226,0,97.62429709
336,7/18/2022,POTATOES ONIONS GARLIC,POTATOES,17915448.74,4930865.82,0,0,0,0
337,7/18/2022,MELONS,PUMPKINS,10041.22,3036.65,0,0,0,0
338,7/18/2022,PRODUCE L2,PRODUCE L3,78782.06,37997,0,0,0,0
339,7/18/2022,TOMATOES,ETHNIC COOKING,389346.39,169864.07,0,0,404.4799987,404.4799987
340,7/18/2022,MELONS,VARIETY MELONS,791712.43,207326.04,0,0,0,0
341,7/18/2022,TRUCK VEG CHILIS,CABBAGE L3,1734207.45,2075059.25,0,0,0,0
342,7/18/2022,TOMATOES,SALAD TOPPINGS,971541.08,334417,0,0,1219.069973,1219.069973
343,7/18/2022,TROPICALS,PAPAYAS,777369.3,705116.01,0,0,0,0
344,7/18/2022,SANDWICHES AND SALADS,SALADS,3479085.07,1082115,0,0,0,0
345,7/18/2022,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,726.5000107,726.5000107
346,7/18/2022,APPLES PEARS CHERRIES,CHERRIES,12489742.72,2778020.05,0,0,0,0
347,7/18/2022,STRAWBERRIES,PREMIUM STRAWBERRIES,223393.59,56777,0,0,0,0
348,7/18/2022,CITRUS,LEMONS,3687227.26,3637201.24,0,0,0,0
349,7/18/2022,COOKING VEGTABLES,ORGANIC COOKING VEG,3165412.08,1337235.01,0,0,0,0
350,7/18/2022,MIXED BERRIES,ORG MIXED BERRIES,1428275.95,301759,0,0,0,0
351,7/18/2022,MELONS,WATERMELONS,11544277.19,2242742.71,0,0,0,0
352,7/18/2022,TOMATOES,TOMATO ROMAS,5059501.44,4410862.69,0,0,0,0
353,7/18/2022,VAV MUSHROOMS DDV,DRESSINGS,938717.09,225774,0,0,4933.679991,4933.679991
354,7/18/2022,FLORAL,MIXED BOUQUETS,1020333.15,107852,0,0,0,0
355,7/18/2022,CITRUS,SPECIALTY CITRUS,240813.92,274841.17,0,0,0,0
356,7/18/2022,STONE FRUIT,PEACHES,6239488.34,2967238.26,0,0,0,0
357,7/18/2022,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1114438.34,361991.47,0,0,0,0
358,7/18/2022,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5109529.02,1494557,0,0,0,0
359,7/18/2022,CITRUS,GRAPEFRUIT,786045.2,381399.15,0,0,0,0
360,7/18/2022,GRAPES L2,GRAPES,13794085.05,6612219.12,0,44.76844711,0,44.76844711
361,7/18/2022,COOKING VEGTABLES,MIXED VEGETABLES,5282249.1,4695981.94,0,0,0,0
362,7/18/2022,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4462662.45,1205446,3.574814326,0,0,3.574814326
363,7/18/2022,TRUCK VEG CHILIS,GREENS,1614210.04,657130.81,0,0,0,0
364,7/18/2022,COOKING VEGTABLES,CAULIFLOWER L3,995402.86,373959,0,0,0,0
365,7/18/2022,BANANAS PINEAPPLES,PINEAPPLES,2292095.45,1112907.76,0,0,0,0
366,7/18/2022,TOMATOES,TOMATO TOVS,1901296.99,1064456.92,0,0,0,0
367,7/18/2022,STONE FRUIT,PLUOTS,273294.66,55503,0,0,0,0
368,7/18/2022,DEPT LEVEL SALES,Dept Ring,123019.67,24414.72,0,0,0,0
369,7/18/2022,D94 MISC L2,D94 MISC L3,215.09,157,0,0,0,0
370,7/18/2022,MIXED BERRIES,SPECIALTY MIXED BERRIES,0.00E+00,0.00E+00,0,0,0,0
371,7/18/2022,ACTIVEWEAR ECOMM WOMENS,TOPS ACTIVEWEAR ECOMM WOMENS,0.00E+00,0.00E+00,0,0,0,0
372,7/18/2022,TRUCK VEG CHILIS,CHILIS,2149054.47,1380441.35,0,0,0,0
373,7/18/2022,TOMATOES,TOMATO SMALLS,4473355.61,1430653.97,0,0,0,0
374,7/18/2022,TRUCK VEG CHILIS,CORN,3222465.58,5325750.06,0,0,0,0
375,7/18/2022,STRAWBERRIES,CORE STRAWBERRIES,13183209.45,4288238,0,0,0,0
376,7/18/2022,AVOCADOS L2,AVOCADOS L3,10763917.04,7507822.16,7554.178,3796.744239,0,11350.92224
377,7/18/2022,POTATOES ONIONS GARLIC,SWEET POTATOES,1671109,1110471.77,0,0,0,0
378,7/18/2022,STRAWBERRIES,ORGANIC STRAWBERRIES,1110522.93,292764,0,0,0,0
379,7/18/2022,MIXED BERRIES,BLACKBERRIES,1671928.6,460278,0,0,0,0
380,7/18/2022,MELONS,CANTALOUPES,2990961.49,1098106.05,0,0,0,0
381,7/18/2022,CITRUS,CAL SEASONAL,4224.18,1681.95,0,0,0,0
382,7/18/2022,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
383,7/18/2022,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
384,7/25/2022,TOMATOES,TOMATO ORGANICS,541701.1,203858.46,0,0,0,0
385,7/25/2022,TRUCK VEG CHILIS,CUCUMBERS,5403337.96,6231446.96,0,0,0,0
386,7/25/2022,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5109792.95,1497692,0,0,0,0
387,7/25/2022,CITRUS,LIMES,4165642.15,6678499.08,0,0,0,0
388,7/25/2022,MELONS,CANTALOUPES,2647079.71,962247.68,0,0,0,0
389,7/25/2022,POTATOES ONIONS GARLIC,GARLIC,2171301.24,643748.7,0,0,897.9000157,897.9000157
390,7/25/2022,POTATOES ONIONS GARLIC,POTATOES,18208023.34,4869910.84,0,0,0,0
391,7/25/2022,MIXED BERRIES,RASPBERRIES,2529223.78,570970,0,0,0,0
392,7/25/2022,PACKAGED VEGETABLES,HERBS,1785921.75,690478,0,0,6215.82004,6215.82004
393,7/25/2022,TRUCK VEG CHILIS,BELL PEPPER,7959542.5,5839788.48,0,0,0,0
394,7/25/2022,VAV MUSHROOMS DDV,MUSHROOM,4064837.38,1570122.97,0,0,0,0
395,7/25/2022,TOMATOES,TOMATO SMALLS,4306414.51,1374666.93,0,0,0,0
396,7/25/2022,STRAWBERRIES,ORGANIC STRAWBERRIES,1123361.51,292184,0,0,0,0
397,7/25/2022,TRUCK VEG CHILIS,GREENS,1566679.3,639200.89,0,0,0,0
398,7/25/2022,MIXED BERRIES,BLACKBERRIES,1278796.82,355982,0,0,0,0
399,7/25/2022,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1117148.8,361737.65,0,0,0,0
400,7/25/2022,COOKING VEGTABLES,ORGANIC COOKING VEG,3087646.77,1305662.42,0,0,0,0
401,7/25/2022,SANDWICHES AND SALADS,SALADS,3252987.84,1010873,0,0,0,0
402,7/25/2022,VEGETABLES - D84,CBS MIXES CORSAGES,0.00E+00,0.00E+00,0,0,0,0
403,7/25/2022,ACTIVEWEAR ECOMM WOMENS,TOPS ACTIVEWEAR ECOMM WOMENS,0.00E+00,0.00E+00,0,0.100964339,0,0.100964339
404,7/25/2022,VAV MUSHROOMS DDV,DIPS PV,3621312.38,908362,3668.383,0,8947.070049,12615.45305
405,7/25/2022,FLORAL,CONSUMER BUNCHES,1839912.85,297424,0,0,0,0
406,7/25/2022,TOMATOES,TOMATO SLICERS,4122528.91,2050390.17,0,0,0,0
407,7/25/2022,STONE FRUIT,NECTARINES,3409392.2,1467881.82,0,0,0,0
408,7/25/2022,STONE FRUIT,SPECIALTY STONE FRUIT,1082534.02,245048.25,0,0,0,0
409,7/25/2022,FLORAL,MISC FLORAL,36324.97,6163,0,0,0,0
410,7/25/2022,MELONS,WATERMELONS,10300414.09,1998906.91,0,0,0,0
411,7/25/2022,CITRUS,GRAPEFRUIT,691184.32,393110.26,0,0,0,0
412,7/25/2022,BANANAS PINEAPPLES,PINEAPPLES,2154675.88,1034221.77,0,0,0,0
413,7/25/2022,TOMATOES,TOMATO ROMAS,5074388.35,4409144.29,0,0,0,0
414,7/25/2022,MIXED BERRIES,SPECIALTY MIXED BERRIES,0.00E+00,0.00E+00,0,0,0,0
415,7/25/2022,RICE AND BEANS,RICE,0.00E+00,0.00E+00,0,0,0,0
416,7/25/2022,TRUCK VEG CHILIS,SQUASH L3,2704270.33,2030880.99,0,0,0,0
417,7/25/2022,D94 MISC L2,D94 MISC L3,204.03,148.93,0,0,0,0
418,7/25/2022,DEPT LEVEL SALES,Dept Ring,132613.81,28940.86,0,0,0,0
419,7/25/2022,AVOCADOS L2,AVOCADOS L3,9607543.51,7480112.94,7124.771,3703.056794,0,10827.82779
420,7/25/2022,CUT FRUIT,CUT FRUIT PACKAGED,4848668.58,1627225,0,0,175.8499999,175.8499999
421,7/25/2022,TROPICALS,MANGOES,2699198.87,2736034.09,0,0,0,0
422,7/25/2022,VAV MUSHROOMS DDV,VEGETARIAN,1727955.86,543245,0,0,4045.710008,4045.710008
423,7/25/2022,APPLES PEARS CHERRIES,PEARS,1345451.72,504884.84,0,0,3841.360047,3841.360047
424,7/25/2022,FLORAL,BULBS,100002.24,20196,0,0,0,0
425,7/25/2022,COOKING VEGTABLES,CARROTS,3441326.1,2420043.06,0,0,0,0
426,7/25/2022,TOMATOES,ETHNIC COOKING,400674.93,173857.54,0,0,107.2499991,107.2499991
427,7/25/2022,CITRUS,SPECIALTY CITRUS,235242.46,270121.35,0,0,0,0
428,7/25/2022,TROPICALS,KIWI,1448347.88,581497.62,0,0,1619.630031,1619.630031
429,7/25/2022,MIXED BERRIES,ORG MIXED BERRIES,1530576.17,325064,0,0,0,0
430,7/25/2022,APPLES PEARS CHERRIES,APPLES,15546531.07,4998098.55,0,0,10235.02994,10235.02994
431,7/25/2022,COOKING VEGTABLES,LETTUCE,7515677.13,3914684.75,0,0,0,0
432,7/25/2022,COOKING VEGTABLES,ASPARAGUS L3,2082298.63,700140.26,0,0,0,0
433,7/25/2022,FLORAL,MIXED BOUQUETS,914805.55,98791,0,0,0,0
434,7/25/2022,VAV MUSHROOMS DDV,DRESSINGS,932212.66,221348,0,0,4990.219998,4990.219998
435,7/25/2022,STONE FRUIT,PEACHES,6463968.31,3094708.21,0,0,0,0
436,7/25/2022,COOKING VEGTABLES,CELERY,2459759.71,1249482.09,0,0,0,0
437,7/25/2022,STONE FRUIT,PLUMS,2047554.74,767051.35,0,0,0,0
438,7/25/2022,STRAWBERRIES,CORE STRAWBERRIES,12929994.64,4152269,0,0,0,0
439,7/25/2022,APPLES PEARS CHERRIES,CRANBERRIES,197.52,51,0,0,0,0
440,7/25/2022,COOKING VEGTABLES,CAULIFLOWER L3,954992.15,358531,0,0,0,0
441,7/25/2022,TROPICALS,PAPAYAS,746560.86,686340.5,0,0,0,0
442,7/25/2022,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
443,7/25/2022,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
444,7/25/2022,GRAPES L2,GRAPES,13394646.63,6603314.16,0,2.725892588,0,2.725892588
445,7/25/2022,TRUCK VEG CHILIS,CHILIS,2146687.61,1351173.32,0,0,0,0
446,7/25/2022,APPLES PEARS CHERRIES,APPLE SEASONAL,1968.66,850,0,0,0,0
447,7/25/2022,COOKING VEGTABLES,BROCCOLI L3,2322575.54,1201827,0,0,0,0
448,7/25/2022,POTATOES ONIONS GARLIC,ONIONS,12128671.55,5970547.36,0,0,0,0
449,7/25/2022,TOMATOES,DIPS GLAZES MIXES,436722.55,132200,0,0,2970.879974,2970.879974
450,7/25/2022,TRUCK VEG CHILIS,SOFT VEGETABLES,963904.8,545444.63,0,0,0,0
451,7/25/2022,APPLES PEARS CHERRIES,CHERRIES,10885390.77,2460144.34,0,0,0,0
452,7/25/2022,TRUCK VEG CHILIS,CABBAGE L3,1820344.54,2188495.79,0,0,0,0
453,7/25/2022,STRAWBERRIES,LONG STEM STRAWBERRIES,617.38,120,0,0,0,0
454,7/25/2022,CITRUS,CAL SEASONAL,1622.13,685.07,0,0,0,0
455,7/25/2022,STRAWBERRIES,PREMIUM STRAWBERRIES,224518.35,56223,0,0,0,0
456,7/25/2022,CUT FRUIT,CUT FRUIT PROCESSED,10360900.27,1898782.55,0,0,0,0
457,7/25/2022,TOMATOES,SALAD TOPPINGS,965875.48,330212,0,0,1191.109976,1191.109976
458,7/25/2022,CITRUS,LEMONS,3584447.56,3572971.59,0,0,0,0
459,7/25/2022,PACKAGED VEGETABLES,PKG SALADS,19128469.19,6643470.92,11916.67172,2032.16254,2420.210004,16369.04427
460,7/25/2022,DEPT LEVEL SALES,GEC Returns & POS Errors,193012.89,37890.82,0,0,0,0
461,7/25/2022,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,1407.290032,1407.290032
462,7/25/2022,FLORAL,ROSES,1741213.82,196843,0,0,0,0
463,7/25/2022,COOKING VEGTABLES,MIXED VEGETABLES,5230745.85,4655905.52,0,0,0,0
464,7/25/2022,TROPICALS,VARIETY TROPICALS,944738.92,328910.51,0,0,0,0
465,7/25/2022,TRUCK VEG CHILIS,CORN,3248797.8,6073694.47,0,0,0,0
466,7/25/2022,POTATOES ONIONS GARLIC,SWEET POTATOES,1665497.43,1114952.15,0,0,0,0
467,7/25/2022,STONE FRUIT,PLUOTS,295163.02,60147,0,0,0,0
468,7/25/2022,DEPT LEVEL SALES,Local Items,18094.4,7819.84,0,0,0,0
469,7/25/2022,PR PRODUCE,PR PRODUCE,0.00E+00,0.00E+00,0,0,0,0
470,7/25/2022,CITRUS,ORANGES,4449865.18,2205590.34,70.70070685,19.76407288,0,90.46477973
471,7/25/2022,MIXED BERRIES,BLUEBERRIES,6541638.26,1521361,0,0,0,0
472,7/25/2022,PRODUCE L2,PRODUCE L3,78472.09,37505,0,0,0,0
473,7/25/2022,MELONS,PUMPKINS,9162.83,2847,0,0,0,0
474,7/25/2022,CITRUS,MANDARINS,5775460.66,1447690.47,0,0,0,0
475,7/25/2022,AVOCADOS L2,ETHNIC ROOTS,253081.48,152321.82,0,0,0,0
476,7/25/2022,BANANAS PINEAPPLES,BANANAS,15657186.97,29537060.45,26.99509098,0,0,26.99509098
477,7/25/2022,TOMATOES,TOMATO TOVS,1695259.96,945454.57,0,0,0,0
478,7/25/2022,MELONS,VARIETY MELONS,738743.86,193774,0,0,0,0
479,7/25/2022,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4430622.87,1176318,4.319289418,0,0,4.319289418
480,8/1/2022,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,1469.820034,1469.820034
481,8/1/2022,VAV MUSHROOMS DDV,MUSHROOM,4275003.71,1648820.86,0,0,0,0
482,8/1/2022,TRUCK VEG CHILIS,BELL PEPPER,8488819.89,6228313.96,0,0,0,0
483,8/1/2022,PACKAGED VEGETABLES,HERBS,1875666.96,722930,0,0,6631.960057,6631.960057
484,8/1/2022,TOMATOES,SALAD TOPPINGS,1024572.14,345100,0,0,1145.509978,1145.509978
485,8/1/2022,TROPICALS,VARIETY TROPICALS,1032314.51,355181.24,0,0,0,0
486,8/1/2022,APPLES PEARS CHERRIES,CHERRIES,10904780.97,2500044.26,0,0,0,0
487,8/1/2022,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5321297.13,1562685,0,0,0,0
488,8/1/2022,STONE FRUIT,PLUMS,2373203.98,890024.41,0,0,0,0
489,8/1/2022,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4629659.96,1228949,4.146835004,0,0,4.146835004
490,8/1/2022,DEPT LEVEL SALES,Dept Ring,121947.19,24585.05,0,0,0,0
491,8/1/2022,D94 MISC L2,D94 MISC L3,167.14,122,0,0,0,0
492,8/1/2022,TOMATOES,ETHNIC COOKING,430727.1,187515.55,0,0,1123.430002,1123.430002
493,8/1/2022,CITRUS,MANDARINS,6578934.23,1667147.57,0,0,0,0
494,8/1/2022,TROPICALS,KIWI,1526774.08,618444.14,0,0,1876.650026,1876.650026
495,8/1/2022,MIXED BERRIES,SPECIALTY MIXED BERRIES,0.00E+00,0.00E+00,0,0,0,0
496,8/1/2022,APPLES PEARS CHERRIES,CRANBERRIES,624.68,161,0,0,0,0
497,8/1/2022,FLORAL,ROSES,1851493.22,213607,0,0,0,0
498,8/1/2022,PRODUCE L2,PRODUCE L3,86580.08,41544,0,0,0,0
499,8/1/2022,MIXED BERRIES,BLACKBERRIES,1182014.23,322766,0,0,0,0
500,8/1/2022,TRUCK VEG CHILIS,GREENS,1752419.57,712277.56,0,0,0,0
501,8/1/2022,TOMATOES,DIPS GLAZES MIXES,517870.29,150678,0,0,3061.509966,3061.509966
502,8/1/2022,TOMATOES,TOMATO ROMAS,5143772.6,4612009.83,0,0,0,0
503,8/1/2022,STRAWBERRIES,PREMIUM STRAWBERRIES,226960.87,57053,0,0,0,0
504,8/1/2022,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
505,8/1/2022,FLORAL,BULBS,115785.83,23361,0,0,0,0
506,8/1/2022,MIXED BERRIES,BLUEBERRIES,6830325.93,1558049,0,0,0,0
507,8/1/2022,STONE FRUIT,PEACHES,6826095.88,3271702.15,0,0,0,0
508,8/1/2022,FLORAL,CONSUMER BUNCHES,2011606.45,323311,0,0,0,0
509,8/1/2022,MIXED BERRIES,ORG MIXED BERRIES,1668787.07,355981,0,0,0,0
510,8/1/2022,MELONS,VARIETY MELONS,805648.97,210128.69,0,0,0,0
511,8/1/2022,MIXED BERRIES,RASPBERRIES,2734985.89,596152,0,0,0,0
512,8/1/2022,TOMATOES,TOMATO SLICERS,4355118.36,2176834.82,0,0,0,0
513,8/1/2022,CITRUS,GRAPEFRUIT,662775.14,387619.09,0,0,0,0
514,8/1/2022,APPLES PEARS CHERRIES,APPLE SEASONAL,2305.01,979,0,0,0,0
515,8/1/2022,COOKING VEGTABLES,CAULIFLOWER L3,985191.18,370122.99,0,0,0,0
516,8/1/2022,FLORAL,MISC FLORAL,34484.81,5853,0,0,0,0
517,8/1/2022,AVOCADOS L2,AVOCADOS L3,9507133.24,8068243.16,0,0,3939.950027,3939.950027
518,8/1/2022,TRUCK VEG CHILIS,SQUASH L3,2855417.84,2144783.59,0,0,0,0
519,8/1/2022,STONE FRUIT,NECTARINES,3555109.71,1531709.16,0,0,0,0
520,8/1/2022,VAV MUSHROOMS DDV,DRESSINGS,970767.55,230538,0,0,5234.340005,5234.340005
521,8/1/2022,POTATOES ONIONS GARLIC,ONIONS,13141497,6378642.09,0,0,0,0
522,8/1/2022,COOKING VEGTABLES,CARROTS,3633605.33,2564467.93,0,0,0,0
523,8/1/2022,BANANAS PINEAPPLES,PINEAPPLES,2271886.94,1077965.89,0,0,0,0
524,8/1/2022,VAV MUSHROOMS DDV,VEGETARIAN,1816623.56,569570,0,0,4084.620016,4084.620016
525,8/1/2022,TRUCK VEG CHILIS,CORN,3334851.73,5996215.42,0,0,0,0
526,8/1/2022,POTATOES ONIONS GARLIC,GARLIC,2305998.71,682746.16,0,0,959.3200165,959.3200165
527,8/1/2022,POTATOES ONIONS GARLIC,SWEET POTATOES,1799131.05,1200003.21,0,0,0,0
528,8/1/2022,COOKING VEGTABLES,ASPARAGUS L3,2152771.54,723124.73,0,0,0,0
529,8/1/2022,CITRUS,LIMES,4233276.12,7112857.16,0,0,0,0
530,8/1/2022,CITRUS,ORANGES,5038627.61,2358723.82,69.16080461,18.01567395,0,87.17647856
531,8/1/2022,GRAPES L2,GRAPES,14490619.54,7263197.26,0,1.628193628,0,1.628193628
532,8/1/2022,STONE FRUIT,SPECIALTY STONE FRUIT,938564.85,221481.27,0,0,0,0
533,8/1/2022,CITRUS,LEMONS,3807388.21,3799158.4,0,0,0,0
534,8/1/2022,TOMATOES,TOMATO TOVS,1711642.62,965209.83,0,0,0,0
535,8/1/2022,SANDWICHES AND SALADS,SALADS,3846661.68,1197522,0,0,0,0
536,8/1/2022,BEVERAGE VEGETARIAN,PREMIUM BEVERAGE,0.00E+00,0.00E+00,0,0,0,0
537,8/1/2022,MELONS,PUMPKINS,9280.63,2918,0,0,0,0
538,8/1/2022,STONE FRUIT,PLUOTS,329394.9,67288,0,0,0,0
539,8/1/2022,POTATOES ONIONS GARLIC,POTATOES,19701368.01,5149157.11,0,0,0,0
540,8/1/2022,APPLES PEARS CHERRIES,PEARS,1705564.49,672689.99,0,0,0,0
541,8/1/2022,TROPICALS,PAPAYAS,770623.28,695568.57,0,0,0,0
542,8/1/2022,FLORAL,MIXED BOUQUETS,957970.01,102274,0,0,0,0
543,8/1/2022,COOKING VEGTABLES,MIXED VEGETABLES,5443118.8,4806502.69,0,0,0,0
544,8/1/2022,COOKING VEGTABLES,LETTUCE,7902129.56,4111188.76,0,0,0,0
545,8/1/2022,STRAWBERRIES,ORGANIC STRAWBERRIES,1079021.69,289501,0,0,0,0
546,8/1/2022,STRAWBERRIES,LONG STEM STRAWBERRIES,1089.18,188,0,0,0,0
547,8/1/2022,CITRUS,SPECIALTY CITRUS,256836.01,301037.31,0,0,0,0
548,8/1/2022,TOMATOES,TOMATO SMALLS,4379658.67,1418912.94,0,0,127.8000024,127.8000024
549,8/1/2022,TRUCK VEG CHILIS,CUCUMBERS,5608895.95,6469254.4,0,0,0,0
550,8/1/2022,TOMATOES,TOMATO ORGANICS,551460.4,208070.88,0,0,0,0
551,8/1/2022,TRUCK VEG CHILIS,SOFT VEGETABLES,1020119.36,575991.55,0,0,0,0
552,8/1/2022,COOKING VEGTABLES,ORGANIC COOKING VEG,3338837.68,1423470.17,0,0,0,0
553,8/1/2022,RICE AND BEANS,RICE,0.00E+00,0.00E+00,0,0,0,0
554,8/1/2022,PR PRODUCE,PR PRODUCE,0.00E+00,0.00E+00,0,0,0,0
555,8/1/2022,STRAWBERRIES,CORE STRAWBERRIES,13944111.58,4319641,0,0,0,0
556,8/1/2022,COOKING VEGTABLES,CELERY,2596295.23,1321963.32,0,0,0,0
557,8/1/2022,TRUCK VEG CHILIS,CABBAGE L3,1951710.91,2338639.99,0,0,0,0
558,8/1/2022,AVOCADOS L2,ETHNIC ROOTS,280442.79,176598.75,0,0,0,0
559,8/1/2022,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1152643.68,371964.49,0,0,0,0
