,week_start_date,L2,L3,O_SALE,O_UNIT,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_SPEND,M_SEARCH_SPEND,Total
2785,1/16/2023,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5878695.43,1713801,843.9140625,2213.812077,0,3057.72614
2786,1/16/2023,POTATOES ONIONS GARLIC,SWEET POTATOES,2224363.55,1486708.65,0,0,0,0
2787,1/16/2023,SANDWICHES AND SALADS,SALADS,3912394.87,1137645,1969.132813,5165.561513,0,7134.694326
2788,1/16/2023,MELONS,CANTALOUPES,795345.18,272630.2,0,0,0,0
2789,1/16/2023,TOMATOES,TOMATO ROMAS,5483193.57,4622782.19,0,0,0,0
2790,1/16/2023,D94 MISC L2,D94 MISC L3,195.81,142.93,0,0,0,0
2791,1/16/2023,ACTIVEWEAR ECOMM WOMENS,TOPS ACTIVEWEAR ECOMM WOMENS,0.00E+00,0.00E+00,0,0,0,0
2792,1/16/2023,DEPT LEVEL SALES,Dept Ring,74119.75,16408.69,0,0,0,0
2793,1/16/2023,DEPT LEVEL SALES,GEC Returns & POS Errors,666145.04,249992.22,0,0,0,0
2794,1/16/2023,CUT FRUIT,CUT FRUIT PACKAGED,5560083.54,1704020,2250.4375,5903.498872,2085.840005,10239.77638
2795,1/16/2023,STRAWBERRIES,CORE STRAWBERRIES,14179444.67,3780335,0,0,0,0
2796,1/16/2023,CUT FRUIT,CUT FRUIT PROCESSED,8924217.71,1586805.03,562.609375,1475.874718,0,2038.484093
2797,1/16/2023,COOKING VEGTABLES,MIXED VEGETABLES,6043840.95,5270536.62,0,0,0,0
2798,1/16/2023,TOMATOES,ETHNIC COOKING,338040.79,145833.58,0,0,213.2700052,213.2700052
2799,1/16/2023,STRAWBERRIES,PREMIUM STRAWBERRIES,480882.54,111042,0,0,0,0
2800,1/16/2023,TRUCK VEG CHILIS,SOFT VEGETABLES,1174103.68,680995.19,0,0,0,0
2801,1/16/2023,PACKAGED VEGETABLES,PKG SALADS,22560495.14,7566483.66,6441.310679,8855.248308,9493.370043,24789.92903
2802,1/16/2023,MIXED BERRIES,BLUEBERRIES,7232155.89,1977926,0,0,0,0
2803,1/16/2023,PACKAGED VEGETABLES,HERBS,2225778.46,884643,557.3917143,0,4622.780026,5180.171741
2804,1/16/2023,BANANAS PINEAPPLES,BANANAS,16332831.7,30430388.88,0,0,0,0
2805,1/16/2023,TROPICALS,MANGOES,1918764.71,1941355.35,0,0,0,0
2806,1/16/2023,TOMATOES,TOMATO SMALLS,5086886.6,1580641.25,0,0,0,0
2807,1/16/2023,MIXED BERRIES,ORG MIXED BERRIES,1525183.91,382369,0,0,0,0
2808,1/16/2023,STRAWBERRIES,ORGANIC STRAWBERRIES,477519.27,84496,0,0,0,0
2809,1/16/2023,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
2810,1/16/2023,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,1281.49001,1281.49001
2811,1/16/2023,APPLES PEARS CHERRIES,APPLES,20602557.95,6476532.45,0,0,12839.75015,12839.75015
2812,1/16/2023,COOKING VEGTABLES,ASPARAGUS L3,2122016.52,712460.17,0,0,0,0
2813,1/16/2023,COOKING VEGTABLES,LETTUCE,8646971.06,3797298.2,278.6958571,0,0,278.6958571
2814,1/16/2023,APPLES PEARS CHERRIES,APPLE SEASONAL,23578.11,19395,0,0,1.210000038,1.210000038
2815,1/16/2023,MELONS,VARIETY MELONS,433188.9,103348.11,0,0,0,0
2816,1/16/2023,TOMATOES,SALAD TOPPINGS,1040542.64,355458,0,0,1862.190004,1862.190004
2817,1/16/2023,COOKING VEGTABLES,ORGANIC COOKING VEG,4189731.55,1680360.56,0,0,0,0
2818,1/16/2023,APPLES PEARS CHERRIES,CHERRIES,22607.1,4256.32,0,0,0,0
2819,1/16/2023,TOMATOES,TOMATO TOVS,1896974.73,1059734.7,0,0,0,0
2820,1/16/2023,MIXED BERRIES,SPECIALTY MIXED BERRIES,0.00E+00,0.00E+00,0,0,0,0
2821,1/16/2023,TROPICALS,KIWI,1403141.45,510576.21,0,0,0,0
2822,1/16/2023,VAV MUSHROOMS DDV,MUSHROOM,4859953.18,1870725.05,0,0,0,0
2823,1/16/2023,VAV MUSHROOMS DDV,DRESSINGS,1050418.19,238789,0,0,8437.240004,8437.240004
2824,1/16/2023,VAV MUSHROOMS DDV,DIPS PV,3555116.09,907035,13878.5437,7072.555298,24950.98006,45902.07905
2825,1/16/2023,PRODUCE L2,PRODUCE L3,17381.99,8356,0,0,0,0
2826,1/16/2023,AVOCADOS L2,AVOCADOS L3,8270800.1,8885708.97,0,0,5250.100018,5250.100018
2827,1/16/2023,TOMATOES,TOMATO SLICERS,4173417.85,1976438.16,0,0,0,0
2828,1/16/2023,BANANAS PINEAPPLES,PINEAPPLES,1883524.08,891471.34,0,0,0,0
2829,1/16/2023,TRUCK VEG CHILIS,BELL PEPPER,8930050.49,6627488.07,0,0,0,0
2830,1/16/2023,MIXED BERRIES,RASPBERRIES,3802685.4,886357,0,0,0,0
2831,1/16/2023,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
2832,1/16/2023,COOKING VEGTABLES,CELERY,3525918.72,1788676.09,0,0,0,0
2833,1/16/2023,MELONS,PUMPKINS,4095.19,1823.53,0,0,0,0
2834,1/16/2023,TRUCK VEG CHILIS,CUCUMBERS,5635109.64,6604581.78,0,0,0,0
2835,1/16/2023,FLORAL,MIXED BOUQUETS,1194661.11,123830,0,0,0,0
2836,1/16/2023,STONE FRUIT,PEACHES,13603.82,6403.69,0,0,0,0
2837,1/16/2023,FLORAL,MISC FLORAL,29349.81,4869,0,0,0,0
2838,1/16/2023,TRUCK VEG CHILIS,CHILIS,2678303.29,1872719.83,0,0,0,0
2839,1/16/2023,CITRUS,CAL SEASONAL,14529.41,7387.6,0,0,0,0
2840,1/16/2023,STONE FRUIT,PLUMS,10869.5,4362.3,0,0,0,0
2841,1/16/2023,CITRUS,SPECIALTY CITRUS,235192.04,262600.35,0,0,0,0
2842,1/16/2023,RICE AND BEANS,RICE,0.00E+00,0.00E+00,0,0,0,0
2843,1/16/2023,COOKING VEGTABLES,BROCCOLI L3,3314841.09,1406708.71,0,0,0,0
2844,1/16/2023,FLORAL,ROSES,2068618.46,225385,0,0,0,0
2845,1/16/2023,COOKING VEGTABLES,CAULIFLOWER L3,1338409.02,395219.42,0,0,0,0
2846,1/16/2023,TROPICALS,PAPAYAS,679133.61,607218.21,0,0,0,0
2847,1/16/2023,AVOCADOS L2,ETHNIC ROOTS,429575.72,236384.55,0,0,0,0
2848,1/16/2023,APPLES PEARS CHERRIES,CRANBERRIES,7036.38,3269,0,0,0,0
2849,1/16/2023,POTATOES ONIONS GARLIC,ONIONS,10867310.9,6182839.82,0,0,0,0
2850,1/16/2023,GRAPES L2,GRAPES,13428481.48,6379873.84,0,283.9741108,0,283.9741108
2851,1/16/2023,PACKAGED VEGETABLES,ORGANIC PKG SALADS,5069745.93,1390543,0,0,0,0
2852,1/16/2023,APPLES PEARS CHERRIES,PEARS,2444602.64,900137.95,0,0,0,0
2853,1/16/2023,CITRUS,MANDARINS,10910709.56,2297148.59,0,0,0,0
2854,1/16/2023,FLORAL,CONSUMER BUNCHES,1545472.98,258370,0,0,0,0
2855,1/16/2023,TOMATOES,TOMATO ORGANICS,552966.85,194946.3,0,0,0,0
2856,1/16/2023,POTATOES ONIONS GARLIC,GARLIC,2404560.75,734025.33,0,0,1788.880027,1788.880027
2857,1/16/2023,CITRUS,LIMES,3640027.43,7222295.34,0,0,0,0
2858,1/16/2023,FLORAL,BULBS,354543.76,49056,0,0,0,0
2859,1/16/2023,STRAWBERRIES,LONG STEM STRAWBERRIES,303323.63,44177,0,0,0,0
2860,1/16/2023,CITRUS,LEMONS,3504618.08,3561357.81,3654.6135,1741.682324,700.0000172,6096.295841
2861,1/23/2023,MIXED BERRIES,ORG MIXED BERRIES,1500703.1,371888,0,0,0,0
2862,1/23/2023,APPLES PEARS CHERRIES,APPLE SEASONAL,11647.02,8342,0,0,0.310000002,0.310000002
2863,1/23/2023,FLORAL,ROSES,2105803.85,219250,0,0,0,0
2864,1/23/2023,PRODUCE L2,PRODUCE L3,17187.14,8026,0,0,0,0
2865,1/23/2023,COOKING VEGTABLES,CARROTS,4725007,3025467.77,0,0,0,0
2866,1/23/2023,VAV MUSHROOMS DDV,DIPS PV,3430582.83,875856,11681.39873,9182.631279,23800.41013,44664.44013
2867,1/23/2023,TOMATOES,ETHNIC COOKING,320815.15,139928.46,0,0,498.4700066,498.4700066
2868,1/23/2023,TRUCK VEG CHILIS,SQUASH L3,2932852.88,2266988.17,0,0,0,0
2869,1/23/2023,COOKING VEGTABLES,ORGANIC COOKING VEG,4099260.95,1651501.08,0,0,0,0
2870,1/23/2023,AVOCADOS L2,ETHNIC ROOTS,446352.36,232060.95,0,0,0,0
2871,1/23/2023,DEPT LEVEL SALES,Local Items,4900.94,1620.08,0,0,0,0
2872,1/23/2023,STONE FRUIT,PEACHES,14102.49,6665.12,0,0,0,0
2873,1/23/2023,CITRUS,GRAPEFRUIT,765862.14,416530.95,0,0,0,0
2874,1/23/2023,BANANAS PINEAPPLES,BANANAS,16162760.94,29669944.48,0,0,0,0
2875,1/23/2023,STONE FRUIT,NECTARINES,291786.61,129252.77,0,0,0,0
2876,1/23/2023,MIXED BERRIES,BLACKBERRIES,2255100.09,652035,0,0,0,0
2877,1/23/2023,CITRUS,LEMONS,3506715.57,3364140.16,3621.846125,1743.484924,700.0000177,6065.331067
2878,1/23/2023,MELONS,VARIETY MELONS,484065.47,111910.04,0,0,0,0
2879,1/23/2023,CITRUS,SPECIALTY CITRUS,228703.89,254785.29,0,0,0,0
2880,1/23/2023,TRUCK VEG CHILIS,CORN,1190970.52,1344121.26,0,0,0,0
2881,1/23/2023,STONE FRUIT,SPECIALTY STONE FRUIT,41236.11,10579.12,0,0,0,0
2882,1/23/2023,TOMATOES,DIPS GLAZES MIXES,565467.31,160408,0,0,1878.34,1878.34
2883,1/23/2023,DEPT LEVEL SALES,Dept Ring,66373.64,14302.96,0,0,0,0
2884,1/23/2023,D94 MISC L2,D94 MISC L3,143.85,105,0,0,0,0
2885,1/23/2023,STRAWBERRIES,ORGANIC STRAWBERRIES,567273.85,99766,0,0,0,0
2886,1/23/2023,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5625339.86,1640212.68,833.0930625,2055.391311,0,2888.484373
2887,1/23/2023,POTATOES ONIONS GARLIC,POTATOES,19389428.86,5535437.38,0,0,0,0
2888,1/23/2023,CITRUS,ORANGES,7375828.94,3221776.87,10865.53838,5230.454773,1755.600042,17851.59319
2889,1/23/2023,STONE FRUIT,PLUMS,10642.03,4303.39,0,0,0,0
2890,1/23/2023,COOKING VEGTABLES,LETTUCE,8250373.07,3608580.41,643.2740357,0,0,643.2740357
2891,1/23/2023,CITRUS,CAL SEASONAL,12081.75,6137.29,0,0,0,0
2892,1/23/2023,VEGETABLES - D84,CBS MIXES CORSAGES,0.00E+00,0.00E+00,0,0,0,0
2893,1/23/2023,PACKAGED VEGETABLES,PKG SALADS,21542841.44,7220690.92,10408.38664,8221.565243,8950.110042,27580.06193
2894,1/23/2023,GRAPES L2,GRAPES,12902491.49,6082593.42,0,202.6890875,0,202.6890875
2895,1/23/2023,MELONS,CANTALOUPES,836309.45,278339.51,0,0,0,0
2896,1/23/2023,SANDWICHES AND SALADS,SALADS,3692289.79,1074531,1943.883813,4795.913059,0,6739.796871
2897,1/23/2023,FLORAL,CONSUMER BUNCHES,1402695.41,230774,0,0,0,0
2898,1/23/2023,PACKAGED VEGETABLES,HERBS,2142748.54,852180,1286.548071,0,4607.130034,5893.678105
2899,1/23/2023,TRUCK VEG CHILIS,CABBAGE L3,2222229.53,2654698.66,0,0,0,0
2900,1/23/2023,COOKING VEGTABLES,CAULIFLOWER L3,1141655.29,405316.97,0,0,0,0
2901,1/23/2023,MIXED BERRIES,RASPBERRIES,3712905.93,865880,0,0,0,0
2902,1/23/2023,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1274267.71,408350.32,0,0,0,0
2903,1/23/2023,CITRUS,MANDARINS,10820520.77,2222907.08,0,0,0,0
2904,1/23/2023,COOKING VEGTABLES,CELERY,3503422.3,1775867.16,0,0,0,0
2905,1/23/2023,TROPICALS,VARIETY TROPICALS,859782.25,310310.71,0,0,0,0
2906,1/23/2023,MIXED BERRIES,SPECIALTY MIXED BERRIES,0.00E+00,0.00E+00,0,0,0,0
2907,1/23/2023,VAV MUSHROOMS DDV,DRESSINGS,1003036.66,226931,0,0,8816.019994,8816.019994
2908,1/23/2023,TRUCK VEG CHILIS,CUCUMBERS,5387912.75,6271185.04,0,0,0,0
2909,1/23/2023,VAV MUSHROOMS DDV,VEGETARIAN,1857876.41,573527,3079.799106,5734.389243,5243.080023,14057.26837
2910,1/23/2023,TRUCK VEG CHILIS,BELL PEPPER,8525015.91,6309604.99,0,0,0,0
2911,1/23/2023,BANANAS PINEAPPLES,PINEAPPLES,1865733.69,878995.89,0,0,0,0
2912,1/23/2023,APPLES PEARS CHERRIES,CHERRIES,19288.02,3710.89,0,0,0,0
2913,1/23/2023,TRUCK VEG CHILIS,GREENS,1484133.09,664273,0,0,0,0
2914,1/23/2023,TOMATOES,TOMATO ROMAS,5503333.38,4662642.43,0,0,0,0
2915,1/23/2023,POTATOES ONIONS GARLIC,GARLIC,2329766.33,706896.32,0,0,1889.350022,1889.350022
2916,1/23/2023,TROPICALS,PAPAYAS,650234.55,583114.6,0,0,0,0
2917,1/23/2023,DEPT LEVEL SALES,GEC Returns & POS Errors,616984.34,269074.55,0,0,0,0
2918,1/23/2023,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
2919,1/23/2023,MIXED BERRIES,BLUEBERRIES,6965419.29,1890162,0,0,0,0
2920,1/23/2023,FLORAL,MISC FLORAL,28687.85,4887,0,0,0,0
2921,1/23/2023,COOKING VEGTABLES,BROCCOLI L3,3064357.17,1414065.39,0,0,0,0
2922,1/23/2023,TOMATOES,TOMATO TOVS,1880282.08,1015708.14,0,0,0,0
2923,1/23/2023,COOKING VEGTABLES,MIXED VEGETABLES,5971819.19,5126896.87,0,0,0,0
2924,1/23/2023,CUT FRUIT,CUT FRUIT PROCESSED,8841986.58,1583593.98,9103.568875,2457.293761,0,11560.86264
2925,1/23/2023,APPLES PEARS CHERRIES,PEARS,2321155.33,846035.88,0,0,0,0
2926,1/23/2023,POTATOES ONIONS GARLIC,SWEET POTATOES,2188624.03,1432718.24,0,0,0,0
2927,1/23/2023,TOMATOES,SALAD TOPPINGS,1008846.65,344897,0,0,2308.610021,2308.610021
2928,1/23/2023,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,1076.160005,1076.160005
2929,1/23/2023,TRUCK VEG CHILIS,SOFT VEGETABLES,1129643.12,667893.41,0,0,0,0
2930,1/23/2023,COOKING VEGTABLES,ASPARAGUS L3,2098048.37,703845.63,0,0,0,0
2931,1/23/2023,CUT FRUIT,CUT FRUIT PACKAGED,5274319.58,1590840,2221.5815,5481.043495,2826.730015,10529.35501
2932,1/23/2023,MELONS,WATERMELONS,2036714.23,328658.79,0,0,0,0
2933,1/23/2023,STRAWBERRIES,LONG STEM STRAWBERRIES,326107.15,47537,0,0,0,0
2934,1/23/2023,CITRUS,LIMES,3792985.16,6930867.24,0,0,0,0
2935,1/23/2023,FLORAL,BULBS,397859.36,52765,0,0,0,0
2936,1/23/2023,APPLES PEARS CHERRIES,CRANBERRIES,5223.7,2164,0,0,0,0
2937,1/23/2023,TOMATOES,TOMATO SLICERS,3941336.11,1870381.72,0,0,0,0
2938,1/23/2023,TOMATOES,TOMATO SMALLS,4835645.75,1498534.75,0,0,0,0
2939,1/23/2023,TRUCK VEG CHILIS,CHILIS,2619404.96,1815120.4,0,0,0,0
2940,1/23/2023,FLORAL,MIXED BOUQUETS,1141688.63,125901,0,0,0,0
2941,1/23/2023,APPLES PEARS CHERRIES,APPLES,19798039.17,6188451.21,0,0,10099.31013,10099.31013
2942,1/23/2023,AVOCADOS L2,AVOCADOS L3,8231021.51,8666131.89,11428.1125,0,5549.900003,16978.0125
2943,1/23/2023,POTATOES ONIONS GARLIC,ONIONS,10785060.15,6038935.49,0,0,0,0
2944,1/23/2023,TOMATOES,TOMATO ORGANICS,535622.85,188274.45,0,0,0,0
2945,1/23/2023,TROPICALS,KIWI,1348486.91,433803.86,0,0,0,0
2946,1/23/2023,VAV MUSHROOMS DDV,MUSHROOM,4688681.14,1806754.6,0,0,0,0
2947,1/23/2023,MELONS,PUMPKINS,4097.61,1903.57,0,0,0,0
2948,1/23/2023,TROPICALS,MANGOES,1818518.99,1816804.66,0,0,0,0
2949,1/23/2023,STRAWBERRIES,CORE STRAWBERRIES,14375501.29,3741949,0,0,0,0
2950,1/23/2023,STRAWBERRIES,PREMIUM STRAWBERRIES,410779.16,94588,0,0,0,0
2951,1/23/2023,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4844852.41,1330155,0,0,0,0
2952,1/23/2023,RICE AND BEANS,RICE,0.00E+00,0.00E+00,0,0,0,0
2953,1/23/2023,STONE FRUIT,PLUOTS,5.12,1,0,0,0,0
2954,1/23/2023,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
2955,1/23/2023,ACTIVEWEAR ECOMM WOMENS,TOPS ACTIVEWEAR ECOMM WOMENS,0.00E+00,0.00E+00,0,0,0,0
2956,1/30/2023,APPLES PEARS CHERRIES,APPLES,20496310.24,6360767.28,0,0,8860.830093,8860.830093
2957,1/30/2023,VAV MUSHROOMS DDV,DIPS PV,3465829.01,884021,12029.86129,11327.95609,25627.32016,48985.13754
2958,1/30/2023,CUT FRUIT,CUT FRUIT PROCESSED,9081467.93,1634767.18,9086.977906,5402.964653,0,14489.94256
2959,1/30/2023,STONE FRUIT,PEACHES,20277.34,9584.93,0,0,0,0
2960,1/30/2023,TOMATOES,TOMATO ROMAS,5794608.5,4783704.98,0,0,0,0
2961,1/30/2023,POTATOES ONIONS GARLIC,SWEET POTATOES,2285224.6,1465805.94,0,0,0,0
2962,1/30/2023,TRUCK VEG CHILIS,GREENS,1561547.72,696341.97,0,0,0,0
2963,1/30/2023,TRUCK VEG CHILIS,SOFT VEGETABLES,1114473.43,661800.74,0,0,0,0
2964,1/30/2023,MELONS,CANTALOUPES,913018.96,301533.35,0,0,0,0
2965,1/30/2023,CITRUS,LEMONS,3750126.54,3536063.84,3558.04,1741.422676,400.0000108,5699.462686
2966,1/30/2023,TROPICALS,VARIETY TROPICALS,905222.06,318863.49,0,0,0,0
2967,1/30/2023,COOKING VEGTABLES,ASPARAGUS L3,2162022.71,724929.78,0,0,0,0
2968,1/30/2023,ACTIVEWEAR ECOMM WOMENS,TOPS ACTIVEWEAR ECOMM WOMENS,0.00E+00,0.00E+00,0,0,0,0
2969,1/30/2023,FLORAL,CONSUMER BUNCHES,1577465.51,259340,0,0,0,0
2970,1/30/2023,PACKAGED VEGETABLES,HERBS,2152997.95,855654,6956.810334,8703.396265,4413.550032,20073.75663
2971,1/30/2023,COOKING VEGTABLES,MIXED VEGETABLES,6124436.02,5241376.85,0,0,0,0
2972,1/30/2023,STRAWBERRIES,CORE STRAWBERRIES,16800149.71,4298450,0,0,0,0
2973,1/30/2023,CITRUS,ORANGES,7360768.52,3288023.19,10674.12,5224.268027,928.3000223,16826.68805
2974,1/30/2023,TOMATOES,TOMATO SMALLS,4928857.61,1529027.34,0,0,0,0
2975,1/30/2023,TRUCK VEG CHILIS,BELL PEPPER,8980242.26,6570927.64,0,0,0,0
2976,1/30/2023,CITRUS,GRAPEFRUIT,725916.06,398359.47,0,0,0,0
2977,1/30/2023,DEPT LEVEL SALES,Local Items,4991.78,1870.38,0,0,0,0
2978,1/30/2023,DEPT LEVEL SALES,GEC Returns & POS Errors,526748.8,251944.51,0,0,0,0
2979,1/30/2023,TOMATOES,TOMATO SLICERS,4292399.07,1983023.73,0,0,0,0
2980,1/30/2023,MELONS,WATERMELONS,2295923.06,357702.17,0,0,0,0
2981,1/30/2023,VAV MUSHROOMS DDV,MUSHROOM,4813343.45,1855887.84,0,0,0,0
2982,1/30/2023,VAV MUSHROOMS DDV,DRESSINGS,1034994.07,233208,0,0,9076.570002,9076.570002
2983,1/30/2023,FLORAL,BULBS,447020.6,59313,0,0,0,0
2984,1/30/2023,MIXED BERRIES,ORG MIXED BERRIES,1608672.63,385923,0,0,0,0
2985,1/30/2023,STONE FRUIT,PLUMS,40912.09,16795.85,0,0,0,0
2986,1/30/2023,D94 MISC L2,D94 MISC L3,115.08,84,0,0,0,0
2987,1/30/2023,FLORAL,ROSES,2150292.4,230094,0,0,0,0
2988,1/30/2023,MIXED BERRIES,BLACKBERRIES,2340760.08,651641,0,0,0,0
2989,1/30/2023,APPLES PEARS CHERRIES,CHERRIES,13761.93,2459.16,0,0,0,0
2990,1/30/2023,APPLES PEARS CHERRIES,PEARS,2335892.26,837618.89,0,0,0,0
2991,1/30/2023,TROPICALS,MANGOES,1888799.78,1880841.26,0,0,0,0
2992,1/30/2023,STRAWBERRIES,PREMIUM STRAWBERRIES,523023.36,120063,0,0,0,0
2993,1/30/2023,TRUCK VEG CHILIS,CORN,1118836.42,1270525.04,0,0,0,0
2994,1/30/2023,TROPICALS,PAPAYAS,698864.22,631672.86,0,0,0,0
2995,1/30/2023,CITRUS,CAL SEASONAL,13562.98,6873.62,0,0,0,0
2996,1/30/2023,MELONS,PUMPKINS,3780.84,1660,0,0,0,0
2997,1/30/2023,TRUCK VEG CHILIS,SQUASH L3,2910821.34,2241284.8,0,0,0,0
2998,1/30/2023,STONE FRUIT,NECTARINES,521187.5,230698.73,0,0,0,0
2999,1/30/2023,COOKING VEGTABLES,ORGANIC COOKING VEG,4116435.71,1643294.58,0,0,0,0
3000,1/30/2023,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5768110.21,1676361.25,819.5796094,2223.900021,0,3043.479631
3001,1/30/2023,COOKING VEGTABLES,CAULIFLOWER L3,1022618.36,386900.97,0,0,0,0
3002,1/30/2023,STRAWBERRIES,ORGANIC STRAWBERRIES,597114.31,105395,0,0,0,0
3003,1/30/2023,POTATOES ONIONS GARLIC,POTATOES,20502644.6,5768042.03,0,0,0,0
3004,1/30/2023,FLORAL,MIXED BOUQUETS,1089304.37,116188,0,0,0,0
3005,1/30/2023,POTATOES ONIONS GARLIC,ONIONS,11473713.14,6343520.6,0,0,0,0
3006,1/30/2023,TRUCK VEG CHILIS,CHILIS,2696140.17,1875580.92,0,0,0,0
3007,1/30/2023,COOKING VEGTABLES,CARROTS,4808355.88,3063673.59,0,0,0,0
3008,1/30/2023,TRUCK VEG CHILIS,CABBAGE L3,2339753.01,2789787.22,0,0,0,0
3009,1/30/2023,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1296266.42,415709.74,0,0,0,0
3010,1/30/2023,TOMATOES,ETHNIC COOKING,325186.39,144441.04,0,0,572.960005,572.960005
3011,1/30/2023,TROPICALS,KIWI,1333782.37,421748.01,0,0,0,0
3012,1/30/2023,TOMATOES,SALAD TOPPINGS,1042153.8,365983,0,0,2594.430015,2594.430015
3013,1/30/2023,TOMATOES,TOMATO ORGANICS,575048.9,202642.82,0,0,0,0
3014,1/30/2023,TRUCK VEG CHILIS,CUCUMBERS,5570561.45,6419484.26,0,0,0,0
3015,1/30/2023,VAV MUSHROOMS DDV,VEGETARIAN,1927407.38,592315,1778.746884,3006.206355,6553.910034,11338.86327
3016,1/30/2023,AVOCADOS L2,ETHNIC ROOTS,470580.59,237834.65,0,0,0,0
3017,1/30/2023,TOMATOES,DIPS GLAZES MIXES,710997.88,209369,0,0,2387.340004,2387.340004
3018,1/30/2023,CITRUS,LIMES,4068868.58,7245900.37,0,0,0,0
3019,1/30/2023,SANDWICHES AND SALADS,SALADS,3884460.18,1130604,1912.352422,5189.10005,0,7101.452472
3020,1/30/2023,CITRUS,SPECIALTY CITRUS,239672.8,266193.26,0,0,0,0
3021,1/30/2023,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
3022,1/30/2023,PRODUCE L2,PRODUCE L3,16666.42,7605,0,0,0,0
3023,1/30/2023,PACKAGED VEGETABLES,PKG SALADS,22223444.03,7462694.93,6525.615866,8895.600086,5964.620046,21385.836
3024,1/30/2023,AVOCADOS L2,AVOCADOS L3,8472456.96,9139641.1,11799.5625,0,6328.790028,18128.35253
3025,1/30/2023,MELONS,VARIETY MELONS,528220.61,124491.61,0,0,0,0
3026,1/30/2023,CITRUS,MANDARINS,12693415.7,2634268.48,0,0,0,0
3027,1/30/2023,STONE FRUIT,PLUOTS,15.36,3,0,0,0,0
3028,1/30/2023,COOKING VEGTABLES,CELERY,3502371.03,1774372.34,0,0,0,0
3029,1/30/2023,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4951715.23,1359079,0,0,0,0
3030,1/30/2023,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
3031,1/30/2023,RICE AND BEANS,RICE,0.00E+00,0.00E+00,0,0,0,0
3032,1/30/2023,STRAWBERRIES,LONG STEM STRAWBERRIES,598798.89,87212,0,0,0,0
3033,1/30/2023,STONE FRUIT,SPECIALTY STONE FRUIT,40423.71,10393.55,0,0,0,0
3034,1/30/2023,BANANAS PINEAPPLES,PINEAPPLES,1887727,879613.76,0,0,0,0
3035,1/30/2023,MIXED BERRIES,BLUEBERRIES,7526777.52,1879078,0,0,0,0
3036,1/30/2023,APPLES PEARS CHERRIES,APPLE SEASONAL,9906.6,5442,0,0,0.310000002,0.310000002
3037,1/30/2023,APPLES PEARS CHERRIES,CRANBERRIES,3444,1413,0,0,0,0
3038,1/30/2023,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,1375.500007,1375.500007
3039,1/30/2023,CUT FRUIT,CUT FRUIT PACKAGED,5461109.49,1652910,2188.625866,5930.400057,2408.389991,10527.41591
3040,1/30/2023,GRAPES L2,GRAPES,13957742.24,6486426.2,0,172.4566085,0,172.4566085
3041,1/30/2023,FLORAL,MISC FLORAL,31672.3,5244,0,0,0,0
3042,1/30/2023,BANANAS PINEAPPLES,BANANAS,16831000.78,30946458.18,0,0,0,0
3043,1/30/2023,COOKING VEGTABLES,BROCCOLI L3,2931320.56,1442370.36,0,0,0,0
3044,1/30/2023,MIXED BERRIES,RASPBERRIES,3755756.54,835326,0,0,0,0
3045,1/30/2023,COOKING VEGTABLES,LETTUCE,8349353.23,3644900.17,295.2088571,0,0,295.2088571
3046,1/30/2023,POTATOES ONIONS GARLIC,GARLIC,2465199.36,746103.27,0,0,1878.200023,1878.200023
3047,1/30/2023,TOMATOES,TOMATO TOVS,2013010.39,1076129.52,0,0,0,0
3048,1/30/2023,MIXED BERRIES,SPECIALTY MIXED BERRIES,3185.34,533,0,0,0,0
3049,1/30/2023,DEPT LEVEL SALES,Dept Ring,61985.1,12652.51,0,0,0,0
3050,2/6/2023,CUT FRUIT,CUT FRUIT PACKAGED,5576963.28,1699339,2958.900244,6610.033962,3409.08999,12978.0242
3051,2/6/2023,PRODUCE L2,PRODUCE L3,21287.7,10121,0,0,0,0
3052,2/6/2023,MELONS,PUMPKINS,4058.89,1684.07,0,0,0,0
3053,2/6/2023,CITRUS,LEMONS,3801385.43,3581930.17,4343.951875,1754.735835,900.0000227,6998.687733
3054,2/6/2023,MIXED BERRIES,BLACKBERRIES,2302835.98,661049,0,0,0,0
